org_id,org_name,concept_id
74037,Californians for Trust, Responsibility, Unity & Empowerment PAC,2655
74039,Hariton, Theodore N. MD Inc.,6113
74054,Daniel Cavanaugh, Jr.,4475
74057,Int'l Brotherhood of Electrical Workers, Local 11,6695
74058,Int'l Brotherhood of Electrical Workers, Local Union 40,6696
74059,Pingel, Steven R. Law Offices of,9263
74072,Colantuono , Highsmith & Whatley, PC,3953
74074,Plumbers Local Union, #78,9332
74081,CalPortland,3162
74083,McCormick, Kidman & Behrens,7769
74084,Racine, Robert Law Offices of,9610
74085,Gang, Tyre, Ramer and Brown,5725
74086,Rosoff, Schiffres, and Barta,9932
74090,Buchalter, Nemer,1672
74099,Karns, William Law Offices of Inc.,6906
74104,Reddy, Krishna DDS, Inc,9695
74137,Laborers' Int'l Union of North America, Local 777,7048
74139,Rozwood, Ben Law Offices of,9940
74140,Hochman, Salkin, Rettig et al,6307
74159,Shernoff, Bidard, Dakas et al,10598
74161,Liberio, Rocco Law Offices of,7306
74162,Lever, Lippe, Hellie & Rusell,7295
74163,San Gabriel ADHC Associates LLC, dba ABC Therapy Center,10202
74168,SEIU-United Long Term Care Workers, Local 6434,10476
74169,Affiliated Property Craftspersons, IAT,273
74170,Knapp, Petersen & Clarke,6997
74189,Am. Federation of State, County & Municipal Employees AFSCME CA People,768
74193,Faculty For our University's Future, A Committee Sponsored by the CA Faculty Assn.,5203
74194,FairPAC, Sponsored by Civil Justice Association of CA,5220
74195,O'Melveny & Myers , LLP,8745
74196,Management & Professional Employee Association, Local 1001,7637
74199,McDermott, Will & Emery,7774
74200,Sims and Stakenborg, P.A.,10661
74208,American Federation of State County & Municipal Employees, Local 1902 PAC,625
74208,American Federation of State County & Municipal Employees, Local 1902 PAC,21
74219,Francisco, Rhett T. Law Offices of,5627
74220,GAA LLC, Glendale Hills,5712
74221,Yamaha Motor Corp, USA,12887
74229,Gateway Science & Engineering, ING,5748
74235,Moretti, Olga Law Offices of,8087
74242,Reid & Hellyer, APC,9733
74252,KPC HEALTHCARE INC.,7018
74255,ASSOCIATED BUILDERS AND CONTRACTORS PAC OF SOUTHERN CALIF.,1018
74256,OCCUPATIONAL THERAPY ASSOC. OF CALIF. PAC,8686
74257,CALIF. ASSISTED LIVING ASSOC. PAC,1858
74258,Calif. Grocers Assoc. PAC,2426
74261,ASSOCIATED GENERAL CONTRACTORS PAC OF CALIF.,1027
74263,CALIF. NEVADA BEVERAGE ASSOC. PAC,2632
74267,BUILDING INDUSTRY ASSOC. OF SOUTHERN CALIF. PAC,1686
74271,SO CALIF VETERINARY MEDICAL ASSOC. PAC,10732
74288,PEACE OFFICERS RESEARCH ASSOC. OF CALIF. PAC SMALL CONTRIBUTOR COMMITTEE,9101
74291,CALIF. VETERINARY MEDICAL ASSOC. PAC,3083
74294,MCDONALD'S CALIF. OPERATORS PAC,7777
74297,COCA-COLA,3939
74298,CALIF. ACADEMY OF EYE PHYSICIANS & SURGEONS PAC (MDEYEPAC),1773
74300,Lockelord LLP,7488
74301,U. S. Congress,12106
74307,Emison Hullverson LLP,5014
74320,Monterey Peninsula Surgery Center, LLC,8080
74339,Hewlett Packard Enterprise Company,6249
74352,NUHW Comm. for Quality Patient Care & Union Democracy Candidate PAC,8632
74359,American Federation of State, County and Municipal Employees Local 2620 Political Action Committee,21
74395,Pacific Farms and Orchards, Inc.,8935
74416,Apartment Association of Greater LA Candidate PAC,854
74439,Professional Engineers in CA Govt. PECG - PAC,9474
74475,Fred T. Korematsu Institute,5636
74477,Tube Mogul, Inc,12001
74490,Health Plus Shared Services,6200
74498,California Department of Transportation,2316
74505,Merck & Company, Inc.,7871
74513,Coca-Cola North America,3940
74523,California Manufacturers & Technology Association (CMTA) Issues PAC,2571
74523,California Manufacturers & Technology Association (CMTA) Issues PAC,8
74543,California Dental Political Action Committee Small Contributor (CALDPAC),2308
74544,California Statewide Law Enforcement Association CSLEA PAC,3020
74551,National Assn of Insurance & Financial Advisors / CA PAC,8252
74556,State Building & Construction Trades Council of California PAC-SCC,10991
74561,Farmers Group, Inc. Employees and Agents PAC,5266
74600,Skidmore Owings & Merrill,10683
74603,PODER,9348
74611,Physician for Reproductive Health,9238
74634,Oppenheimer & Co.,8793
74635,NYLIFE Securities,8649
74654,Service Employees International Union United Service Workers West, Candidate PAC,10542
74674,Los Angeles County Democratic Party - Issues and Advocacy Committee,7412
74704,Creekside Farming Company,4368
74733,The De Silva Group, LLC,11670
74767,BioMarin Pharmaceuticals  Inc.,1483
74774,Roche  Inc. Good Government Committee,9896
74789,E.J. Harrison and Sons,4925
74815,The Hartford Financial Services Group, Inc. PAC (aka the Hartford Advocates Fund),11697
74833,Burke Williams & Sorensen,1700
74852,Edwards,4912
74853,U. California,12082
74857,Namic Administrative Fund,8202
74860,True-Tech,11983
74869,Pacific Dental Service,8928
74884,California Nations Indian Gaming Association - Sovereignty Protection Fund,2623
74898,Independent Insurance Political Action Committee, sponsored by Independent Insurance Agents & Brokers of California (IIABCal),6526
74922,Sotheby International Realty,10803
74931,FairPAC,Sponsored by Civil Justice Association of California,5220
74940,California Probate Referee,2751
74957,Emily's List-NF Fund,5012
74968,National Union of Healthcare Workers Candidate Committee for Quality Patient Care & Union Democracy,8374
75024,Smart Inc.,10703
75026,Lockton Companies,7492
75043,Molino and Berardino, APLC,8044
75077,Lions Clubs,7365
75090,Doctor's Medical Center,4722
75091,N V B Equipment,8644
75098,Greenberg Trauig,5982
75106,EI DuPont De Nemours & Company,4921
75112,California Hospital Assn PAC, Sponsored By CAHHS,2460
75117,Aeroscraft Corporation,265
75126,Dr Pepper Snapple Group PAC,4771
75128,Farmers Group Inc. Employees and Agents PAC SCC,5268
75143,Pacific Merchant Shipping Associations PAC,8952
75169,AmericanStar Trailways,742
75253,California Correctional Peace Officer Association (CCPOA) PAC,2238
75255,Capitol Partners, LLC,3199
75258,Floridian Partners, LLC,5543
75266,Hichoice Health Care, Inc.,6255
75276,Strategic Edge, Inc.,11085
75294,Alameda Health Systems,379
75325,AFSCME Local 512,21
75341,International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers, & Helpers Local 549 PAC,6636
75348,Levi Strauss & Company,7297
75361,UTLA-Political Action Council of Educators United Teachers Los Angeles,12352
75372,Robert W. Baird & Company,9891
75390,WESTERN ELECTRICAL CONTRACTORS ASSOCIATION  INC. GOOD GOVERNMENT POLITICAL ACTION COMMITTEE,12689
75393,United Food & Commercial Workers (UFCW) Western States Council Small Contributor Committee,12190
75446,Lockton, Inc.,7492
75486,Progressive,9483
75499,Trilogy Integrated Resources LLC,11963
75507,CherryRoad Technologies,3491
75539,Bohbot &  Riles PC,1566
75542,PlumpJack Group,9344
75576,Whiting Fallon Ross & Abel LLP,12774
75751,Springs,10928
75752,MDS,7803
75780,San Francisco Health Plan,10173
75781,California Department of Corrections and Rehabilitation,2310
75788,Crown Castle,4384
75850,AS&G,100
75885,Hallisey and Johnson a Professional Corporation,6091
75892,Pacific Wines & Spirits,8963
75917,Fresno Police Officers Association PAC Small Contributor Committee,5662
75924,US MedTrade Hospice, Inc.,12149
75931,Child Action, Inc.,3516
75950,Hanson, Bridgett,6106
75961,Clover Health,3863
75983,Bentham IMF,1403
76081,Hall Group,6088
76086,Price Pump Co.,9433
76092,Online Sheet Music, Inc.,8768
76124,WILMER HALE,12794
76126,ALDER LAW, PC,397
76144,Dept of Justice,4605
76199,CA Appellate Project,1837
76222,Fidelity Investment Corporation,5307
76230,Los Angeles World Airport,7471
76253,Physician,9236
76274,L.A. City Attorney's Office,7058
76277,Law Office of Billy Chan,7178
76278,Law Office of Minami Tamaki LLP,7188
76279,Law Office of Rose W. Tsai & Associates,7193
76280,Law Office of Wendell K. Hu,7198
76304,MeBo International Group,7807
76328,Lotus Blossom Community Service, Inc DBA Lotus Blossom Therapy Center,7530
76336,MacLand Investments,7585
76375,MD,7803
76414,H.C. Food Co. Ltd.,6167
76415,H.C. Foods Co. Ltd,6167
76440,CR Laurence Inc.,4378
76448,Silicon Labs, Inc.,10649
76468,LA Care Health Plan,7056
76474,Sunny Day Adult Day Health Care,11139
76520,LEAP,7236
76525,Arrow Pacific Electronics,943
76540,Bestware LLC,1431
76547,Yeh & Associates,12892
76576,Cal Marketing and Promotion Group,2578
76597,OCA-GLA,8676
76613,Brookfield Residential,1651
76643,Metropolitan Theatres Corp.,7920
76645,Daar&Newman,4439
76646,Ellens Silkscreening,4977
76652,U.S. Government,12128
76678,Cal Asian Chamber of Commerce,1848
76687,Comcast NBC Universal,3994
76707,Tax Fighters for Anderson Senate 2014,11279
76715,Ralph's Grocery,9620
76786,VALLEY INDUSTRY AND COMMERCE ASSOCIATION,12370
76861,Taxfighters for Anderson Senate 2014,11279
76970,Liberty Mutual Insurance Co. Federal PAC,7314
76979,California League of Food Processors PAC,2536
76995,Pay Pal,9082
76996,CA Assn of Community Managers PAC,1898
77000,Mariani Nut Company,7672
77003,CA Nurses Assoc. PAC,2665
77014,National Assn of Insurance & Financial Advisors/CA PAC,8256
77030,CA Apartment Assoc. PAC (CAAPAC),1834
77031,CA Clinical Laboratory Assoc. PAC,2165
77034,CA Restaurant Assoc. PAC,2828
77035,Motion Picture Association of American California PAC,8114
77038,National Assn of Insurance & Financial Advisors PAC,8255
77060,American Federation of State, County & Municipal Employees California People (AFSCME CA) PAC Small Contributor Committee,21
77078,Associated Builders & Contractors Central CA Chapter PAC,1010
77084,Pharmacy Professionals of CA Small Contributor Committee,9205
77087,CA Cattlemen's Assn PAC (Cattle-PAC),2107
77091,San Bernardino Police Officers Assoc,10094
77099,The Political Action Committee of the American Staffing Association - Federal,11742
77106,CALIFORNIA ASSOCIATION OF COLLECTORS  INC. PAC,1894
77114,California Manufacturers & Technology Association (CTMA) PAC,8
77115,The Political Action Committee of the American Staffing Association-Federal,11742
77123,Chevron Policy Government and Public Affairs,3497
77123,Chevron Policy Government and Public Affairs,2
77129,Holly J. Mitchell for Senate 2018,6317
77131,Standing Committee on Political Education of the California Labor Federation Small Contributor Committee,14
77135,Vote Planned Parenthood Northern California, A Project of Planned Parenthood Northern CA Action Fund,12526
77136,California Association Sheet Metal and Air Conditioning Contractors National Association PAC,2021
77148,Paul Blanco's Good Car Company,9077
77156,California Almond Industry PAC, Sponsored by The Almond Alliance of California,1816
77157,CALPAC California Medical Association PAC,1726
77157,CALPAC California Medical Association PAC,19
77158,GE Property Development, Inc.,5805
77166,CA Almond Industry PAC, Sponsored by The Almond Alliance of California,1816
77171,Bankers Insurance Company,1280
77174,Multi-County Rental Housing PAC, sponsored by Apartment Assn of Orange County,8157
77177,Pacific Coast Energy,8921
77197,California Almond Industry PAC  Sponsored by the Almond Alliance of California,1816
77219,CALIF. CHAMBER OF COMMERCE PAC,2116
77222,Apartment Assn, California Southern Cities,852
77228,CA Machinists Non-Partisan Political League,2566
77235,California Hospital Association PAC, Sponsored by CA Association of Hospitals and Health Systems (CAHHS),2462
77242,Peace Officers Research Association of CA PAC, SCC,9100
77252,Matrix Group,7734
77253,Service Employee International Union Local 99,10540
77254,Western Electrical Contractors Association, Inc Good Government PAC,12688
77256,Keyes Fox And Wiedman LLP,6947
77257,D.E.&O., Inc,4527
77260,CA Chiropractic Assoc. PAC,2149
77263,California Mortgage Bankers Association PAC Sponsored by California Mortgage Bankers Assoc.,2602
77271,California Hospital Association PAC, Sponsored by California Association of Hospital and Health System,2461
77277,Western Electrical Contractors Association Inc. Good Government PAC,12688
77278,California State Assoc of Electrical Workers PAC,2928
77294,CA Construction and Industrial Materials Association PAC,2227
77312,International Brotherhood of Electrical Workers Local Union No. 11,6649
77313,Albertsons Company, Inc.,391
77316,California American Council of Engineering Companies PAC (CA-ACEC- PAC),1825
77336,Pachulski, Stang, Ziehl & Jones,8901
77343,Cal. Academy Of Family Physicians PAC,1776
77346,American Federation of State, County & Municipal Employees-CA People (AFSCME CA People),21
77357,Amazon Corporate LLC,516
77362,Ca. Veterinary Medical Association PAC,3083
77368,Napa Recycling & Waste Services,8215
77377,California Dental PAC - Small Contributor (CALDPAC),2303
77380,Democratic State Central Committee of California - SCC,4580
77386,Cal. Nevada Soft Drink Association PAC,2637
77388,West Coast Lumber and Building Material Assoc. PAC,12652
77393,California Nevada Beverage Assoc PAC,2632
77395,American Federation of State, County & Municipal Employees- CA People (AFSCME CA People) Small Contributor Committee,629
77395,American Federation of State, County & Municipal Employees- CA People (AFSCME CA People) Small Contributor Committee,21
77396,CA Almond Industry PAC Sponsored by The Almond Alliance of California,1816
77404,PG and E Corporation,9190
77442,American Federation of State, County, and Municipal Employees - CA People (AFSCME) Small Contributor Committe,21
77453,Calif. Medical Assoc. PAC (CALPAC),2581
77457,California Nevada Beverage Assn PAC,2632
77469,California Tow Truck Association, Inc. PAC,3057
77500,Chubb - North America,3594
77510,Faculty for Our University's Future, A Committee Sponsored By The CA Faculty Assoc.,5203
77515,PANISH SHEA AND BOYLE,9004
77533,American Federation of State County & Municipal Employees-CA People (AFSCME CA People) Small Contributor Committee,629
77533,American Federation of State County & Municipal Employees-CA People (AFSCME CA People) Small Contributor Committee,21
77535,D.R.I.V.E. - Democrat, Republican, Independent Voter Education ( The PAC of the International Brotherhood of Teamsters),4765
77542,American Federation of State, County, and Municipal Employees-CA People Small Contributor Committee,630
77542,American Federation of State, County, and Municipal Employees-CA People Small Contributor Committee,21
77546,American Federation of State, County & Municipal Employees CA People (AFSCME CA People) Small Contributor Committee,21
77561,California Nations Indian Gaming Association- Sovereignty Protection Fund,2623
77575,Coalition for a Better Los Angeles  Spon by Plumbers Local Union 78,3881
77578,California Nations Indian Gaming Assoc Sovereignty Protection Fund,2624
77596,California Nations Indian Gaming Assoc. - All Purpose Sovereignty Protection Fund,2622
77601,Democratic State Central Committee of California- SCC,4580
77612,San Diego County Apartment Assoc PAC,10114
77637,Distilled Spirits Council of the US,4700
77640,SchoolFirst FCU Employees State PAC,10412
77649,PHILIP MORRIS USA INC AND ITS AFFILIATES,9225
77651,Assn of CA Insurance Companies,1075
77670,Bristol - Myers Squibb Company,1637
77674,California Nations Indian Gaming Assoc - Sovereignty Protection Fund,2623
77704,CA Nations Indian Gaming Assn Sovereignty Protection Fund,2624
77715,California New Car Dealers Assoc,2638
77719,California Dental PAC- SCC,2302
77743,Personal Insurance Federation of Calif. Agents and Employees PAC,9173
77766,Northwest Excavating Company Inc.,8608
77768,Lehbros Ltd,7268
77792,FirstService Residential,5362
77823,CA Nations Indian Gaming Assoc. - All Purpose Sovereignty Protection Fund,2622
77825,Panish, Shea and Boyle,9004
77831,Valero Services, Inc. and Affiliated Entities,12361
77865,Association of California Insurance Companies, PAC,1076
77901,D.E. & O., Inc.,4527
77908,HOWARD JARVIS TAXPAYERS ASSOC. STATE PAC,6405
77908,HOWARD JARVIS TAXPAYERS ASSOC. STATE PAC,9
77910,Howard Jarvis Taxpayers Assn State PAC,6405
77910,Howard Jarvis Taxpayers Assn State PAC,9
77918,Land O' Lakes State Political Action Committee,7120
77928,Operating Engineers Local Union 3 Statewide PAC Small Contributor Committee,8787
77944,RUCKA, O'BOYLE, LOMBARDO & MCKENNA,9952
77958,CIPAC State PAC-All Purpose Account,3610
93171,Air-Conditioning & Refrigeration Contractors Association,328
93172,California Chapters of the National Electrical Contractors Association,2131
93173,California Federation of Teachers, AFL-CIO,2376
93174,California Women's Law Center,3106
93175,County of Santa Cruz Board of Supervisors,4320
93176,Engineers & Scientists of California,5044
93177,International Longshore & Warehouse Union,6669
93178,Legal Aid Society-Employment Law Center,7258
93179,National Association of Social Workers - California Chapter,8267
93180,National Council of Jewish Women California,8292
93182,UNITE HERE, AFL-CIO,12247
93188,San Mateo County Economic Development Association,10270
93191,American Federation of State, County, and Municipal Employees,616
93191,American Federation of State, County, and Municipal Employees,21
93193,American Federal of State, County and,614
93195,Center on Race, Poverty & the Environment,3388
93196,Coastal Environmental Rights Foundation,3925
93199,National Parks Conservation Association,8353
93202,Southern California Watershed Alliance,10862
93204,California Department of Finance,2311
93205,California Right to Life Committee, Inc.,2841
93209,County Welfare Directors Association of California,4333
93216,Public Counsel's Children's Rights Project,9542
93218,Stanislaus County Community Services Agency,10965
93219,Audobon California,1185
93224,Get Oil Out!,5812
93226,Orange County Coastkeeper,8815
93229,Santa Barbara Channelkeeper,10297
93231,Surfrider Foundation, Santa Barbara Chapter,11178
93232,Surfrider Foundation, South Bay Chapter,11179
93233,Surfrider Foundation, West LA,11180
93242,Napa County Regional Park and Open Space District,8213
93244,Los Angeles County Solid Waste Management Committee,7435
93248,California State Treasurer, John Chiang,2995
93249,City of Richmond, California,3752
93256,Mayor Ed Lee, City of San Francisco,7753
93261,American Legion - Department of CA,675
93262,AMVETS - Department of CA,788
93263,CA Association of County Veterans Service Officers,1907
93264,CA State Commanders Veteran Council,2939
93265,Veterans of Foreign Wars - Department of CA,12443
93266,Vietnam Veterans of American - CA State Council,12478
93273,Siskiyou Joint Community College District,10675
93279,March of Dimes California Chapter,7667
93282,California School Employees Association, AFL-CIO,2852
93283,Professional and Technical Engineers, IFPTE Local 21, AFL-CIO,9461
93286,Women in Non Traditional Employment Roles,12834
93290,u None received.,12305
93303,California Association of Public Authorities,1985
93306,Earthworks,4825
93308,Los Padres Forest Watch,7527
93309,SanDiego350,10105
93311,Wholly H20,12777
93312,u California Chamber of Commerce,4
93316,California Public Employees' Retirement System,2777
93317,Laborers' International Union of North America, Locals 777,7046
93318,Laborers' International Union of North America, Locals 792,7047
93319,Orange County Professional Firefighters Association, Local 3631,8829
93325,HEALTH,6175
93332,National Association of Mutual Insurance Companies,8258
93335,PUB. S.,9534
93338,American Medical Student Association,692
93339,American Medical Women's Association,693
93340,American Nurses Association, California,701
93348,Full Circle Living and Dying Collective,5703
93360,Progressive Democrats of America California,9493
93377,Southwest Voter Registration Education Project,10901
93378,Integrated Waste Management Task Force,6608
93386,Painters and Allied Trades, District Council 36,8974
93387,State Building and Construction Trades Council of California,10989
93390,Friends of Harbors, Beaches and Parks,5671
93392,The Trust for Public Lands,11766
93399,211 San Bernardino County,43
93417,County of Tuolumne,4323
93422,Edgewood Companies,4883
93427,Inyo Networks, Inc.,6715
93431,Northeastern California Connect Consortium,8559
93440,SmartRiverside,10708
93443,Upstate California Connect Consortium,12315
93448,Rural Counties Representatives of California,9958
93449,San Francisco Human Services Agency,10174
93450,Stanislaus County, Community Services Agency,10965
93452,AFSCME Local 3930,291
93452,AFSCME Local 3930,21
93458,Crime Victims United California,4375
93459,LIUNA Locals 777 & 792,7381
93467,California Association of Water Agencies,12
93471,CalChamber,4
93472,Florida Association of DUI Programs, Inc.,5407
93479,Western Center on Law and Poverty [SPONSOR],20
93481,Lutheran Office of Public Policy, California,7561
93482,AAA Northern California, Nevada, and Utah,96
93486,Zero to Three Western Office,12940
93489,Woodland Community College Foster and Kinship Care Education,12845
93499,Returning Home Foundation,9795
93502,Burbank Housing Development Corporation,1697
93504,Capital Impact Partners,3180
93510,NeighborWorks HomeOwnership Center Sacramento Region,8424
93511,Nonprofit Housing of Northern California,8530
93512,People's Self-Help Housing,9140
93517,Valley Economic Development Centers,12367
93536,Children's Right Project at Public Counsel,3566
93539,Asian Law Alliance,980
93553,City of Gonzales,3695
93554,City of Marina,3725
93557,Grower-Shipper Association of Central California,6036
93565,Family Healthcare Network,5242
93567,North Coast Clinics Network,8552
93569,Open Door Community Health Centers,8778
93572,Planned Parenthood Advocates Pasadena and San Gabriel Valley,9297
93576,Redwoods Rural Health Center,9708
93578,California Chapter National Association of Social Workers,2123
93580,National Multiple Sclerosis Society California Action Network,8347
93581,Susan G. Komen, Central Valley Affiliate,11187
93582,Susan G. Komen, Inland Empire Affiliate,11188
93583,Susan G. Komen, Los Angeles County Affiliate,11189
93584,Susan G. Komen, Orange County Affiliate,11190
93585,Susan G. Komen, Sacramento Valley Affiliate,11192
93586,Susan G. Komen, San Diego Affiliate,11193
93587,Susan G. Komen, San Francisco Bay Area Affiliate,11194
93589,American Congress of Obstetricians and Gynecologists District IX,592
93590,Anti-Defamation League,836
93591,California Health+Advocates,2434
93592,HIVE,6290
93596,Physicians for Reproductive Health,9238
93597,URGE: Unite for Reproductive & Gender Equity,12329
93598,Women's Community Clinic,12829
93603,East Yard Communities for Environmental Justice,4855
93604,Friends of the Los Angeles River,5678
93605,From Lot to Spot,5683
93610,Pacoima Beautiful,8965
93616,California Association of Recreation and Park Districts,1991
93617,Secretary of State Alex Padilla,10463
93621,Physicians for Social Responsibility, Sacramento Chapter,9244
93624,California College and University Police Chiefs,2187
93634,Asian & Pacific Islander American Health Forum,976
93635,Asian Americans Advancing Justice - Asian Law Caucus,963
93636,Asian Americans Advancing Justice - Los Angeles,966
93639,Berkeley School of Public Health,1414
93644,City of Los Angeles, Mayor Eric Garcetti,3720
93647,Immigrant Resettlement & Cultural Center,6495
93651,National Council of Jewish Women - California,8291
93655,Physicians for Social Responsibility - Los Angeles,9241
93660,Women's Voices for the Earth,12841
93661,American Securitization Forum,727
93667,American Immigration Lawyers Association,660
93675,University of California, Irvine School of Law,12278
93681,Loyola Immigrant Justice Clinic, Loyola Law School,7539
93683,San Diego Volunteer Lawyer Program,10148
93687,California Manufacturing & Technology Association,2574
93688,Commercial Real Estate Development Association, NAIOP of California,4003
93702,Kern Community College Districts,6933
93703,Northeastern CA Connect Consortium,8559
93706,Upstate CA Connect Consortium,12315
93707,West Kern Community College Districts,12739
93708,Yuba Community College Districts,12922
93716,National Notary Association,8349
93726,National Association of Social Workers, CA Chapter,8269
93727,California Association of Bed and Breakfast Inns,1887
93729,California Hotel and Lodging Association,2463
93730,American Federation of State, County and,615
93730,American Federation of State, County and,21
93734,California Coverage & Health Initiatives,2275
93735,California Family Resources Association,2365
93741,Fathers & Families of San Joaquin,5281
93744,Long Beach Immigrant Rights Coalition,7518
93745,National Immigrant Law Center,8326
93747,Older Women League,8734
93752,Single Payer Now,10671
93753,South Asian Network,10806
93754,Southeast Asian Resource Action Center,10818
93755,United Steel Workers Local 675,12231
93759,American Congress of Obstetricians and Gynecologists, District IX,592
93770,Southwest California Legislative Council,10891
93771,American Alliance Authority & Compliance,539
93772,AFSCME Local 3930, co-sponsors,292
93772,AFSCME Local 3930, co-sponsors,21
93774,American Pistachio Growers,709
93780,California Association of Alcohol & Drug Educators,1882
93781,Community Social Model Advocates, Inc.,4068
93792,American Legion-Department of California,675
93793,9 to 5 California,85
93794,American Academy of Pediatrics, California District IX,533
93802,Help a Mother Out,6207
93803,National Domestic Workers Alliance,8297
93807,TradesWomen Inc.,11893
93809,UltraViolet,12147
93814,Children's Defense Fund, California,3538
93816,Half Moon Bay Brewing Company,6086
93822,California League of United Latin American Citizens,2540
93826,Strategic Concepts in Organizing and Policy Education,11084
93828,American Federation of State, County, Municipal Employees, AFL-CIO,633
93828,American Federation of State, County, Municipal Employees, AFL-CIO,21
93829,American Legion- Department of California,675
93830,Military Officers Association- California Council of Chapters,7977
93831,Veterans of Foreign Wars- Department of California,12446
93836,Association of California Cities, Orange County,1066
93863,Tom Sawyer Camp,11851
93875,Center for Oceanic Awareness, Research, & Education,3372
93882,AFSCME, Local 685,294
93882,AFSCME, Local 685,21
93885,Silicon Valley Regional Data Trust,10656
93886,Alameda County Zone 7 Water Agency,377
93891,Asian Americans Advancing Justice - California,964
93892,Central American Resource Center-Los Angeles,3396
93898,Services, Immigrant Rights, & Education Network,10543
93899,One individual,8756
93900,Los Angeles Unified School,7466
93904,California Pan-Ethic Health Network,2699
93906,FosterClub Inc.,,5601
93907,Journey House, Inc.,6858
93913,The Court Reporters Board of California,11667
93917,Fairfield-Suisun City Chamber of Commerce,5213
93922,California Airport Council,1797
93925,9to5, National Association of Working Women,87
93926,Bet Tzedek Legal Services,1439
93927,Business & Professional Women of Nevada County,1710
93930,Communications Workers of America, AFL-CIO, CLC Local 9003,4021
93933,County of Santa Cruz, Board of Supervisors,4320
93938,National Women's Law Center,8381
93941,Ultra Violet,12147
93951,Disability Rights Education and Defense Fund,4689
93953,Jewish Family Service of Los Angeles,6797
93959,BHV Center Street Properties, Inc.,1454
93962,California Infill Federation,2496
93963,California Renters Legal Advocacy & Education Fund,2819
93965,Joint Venture -Silicon Valley Network,6854
93968,Lily Pad Homes,7348
93982,SVAngel,11213
93987,Webcor Builders,12612
93989,Latino Caucus, League of California Cities,7156
93990,Transportation Agency of Monterey County,11923
93991,California State Treasurer John Chiang,2995
93992,California Housing Partnership Corporation,2469
93995,C&C Development Co.,3150
93996,California Institute for Rural Studies,2499
93997,Center for Sustainable Neighborhoods,3379
94004,East Bay Housing Organizations,4828
94008,Leadership Council for Justice & Accountability,7213
94009,MidPen Housing Corporation,7966
94018,San Diego Housing Federation,10130
94019,San Diego-Imperial Counties Labor Council,10104
94025,Wakeland Housing and Development Corporation,12543
94034,Silicon Valley Cab Company, Inc.,10650
94050,California Association of Nurse Anesthetists,1959
94065,Pico Water District,9251
94068,Montebello Land and Water Company,8064
94071,CalNonprofits,3123
94073,CA Technologies,3046
94088,California Certified Organic Farmers,2113
94089,California Farm Link,2373
94105,Calforests,1752
94107,Michigan-California Timber Company,7960
94108,Property Casualty Insurers Association of America,9510
94111,American Cancer Society - Cancer Action Network,566
94112,March of Dimes, California Chapter,7667
94120,California Cotton Ginners and Growers Associations,2245
94126,Felony Murder Elimination Project,5298
94127,Healing Dialogue and Action,6174
94129,Placer People of Faith Together,9286
94130,Sacramento Area Congregation Together,9980
94136,North Los Angeles County Regional Center,8586
94143,u California Teachers Association,1
94147,Endangered Habitats League,5031
94152,American G.I. Forum of California,654
94153,AMVETS-Department of California,790
94161,VFW-Department of California,12451
94166,Fresno Chamber of Commerce,5651
94168,National Multiple Sclerosis Society - California Action Network,8346
94172,Air-conditioning and Refrigeration Contractors Association,328
94175,Retail Industry Leaders Association,9783
94176,U.S. Green Building Council, California,12130
94177,Bike East Bay,1468
94180,California Association of Bicycling Organizations,1888
94184,Marin County Bicycle Coalition,7685
94189,SouthWest Water Company,10902
94190,Mission: Readiness,8010
94193,Antelope Valley Boys and Girls Club,830
94206,Mothers of East Los Angeles,8110
94216,California State Conference of the NAACP,2942
94217,University of California Hastings College of the Law,12276
94222,Laguna Greenbelt, Inc.,7078
94223,Mojave Desert Land Trust,8040
94231,Carmel Valley Recreation and Park District,3248
94240,California Life Science Association,2554
94254,California Secretary of State Alex Padilla,2866
94259,California Voices for Progress,3085
94261,Fair Political Practices Commission,5222
94265,Public Citizen,9537
94266,Affordable Homeless Housing Alternatives,277
94274,Esperanza Community Housing Corporation,5141
94284,HOUSING WORKS,6379
94289,L.A. Human Right to Housing Collective,7083
94293,National Association of Social Workers, California,8268
94295,National Law Center on Homelessness and Poverty,8336
94306,Southern California Association of Non-Profit Housing,10831
94308,Strategic Actions for a Just Economy,11082
94314,Venice Community Housing,12395
94316,Women Organizing Resources, Knowledge, and Services,12838
94335,Plumas District Hospitals,9325
94345,Armenian National Committee of America-Western Region,936
94348,California Catholic Conference of Bishops,2102
94348,California Catholic Conference of Bishops,11
94349,Center for Justice and Accountability,3367
94351,Coalition to Abolish Slavery & Trafficking,3917
94365,National Council of Jewish Women-CA,8291
94376,W., P., & W.,12864
94379,Engineers & Scientists of California, IFPTE Local 20,5045
94381,Professional and Technical Engineers, IFPTE Local 21,9460
94384,California Association of County Treasurer-Tax Collectors,1904
94391,Orange County United Way,8841
94394,California Commission on Aging - Co-Sponsor,2194
94398,County Behavioral Health Directors Association of California,4291
94399,Monterey County Board of Supervisors,8069
94404,United States Senator, Dianne Feinstein,12228
94416,Southeastern Lumber Manufacturers Association,10823
94419,West Coast Lumber & Building Material Association,12651
94429,Santa Susana Mountain Park Association,10360
94433,U.S. Senator Dianne Feinstein,12340
94434,National Association of Social Workers-California Chapter,8270
94435,UAW Local 2865,12070
